"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"de97116e57ff7b34c1ae981b475a06f4","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__Candidatus_Yanofskybacteria"
"31fab7deb46b3c3f4c5b246c2c9830e6","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","d__Bacteria"
"818102efe3264dd46240c854629541c4","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__uncultured_bacterium"
"70572b29c1de7c43367b9af8503d0c60","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","d__Bacteria"
"8b5d2eb4110b204ca2ae36b9c5a1c5ce","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__uncultured_bacterium"
"80c9c4f2ccbc92c3526c3e595d128731","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__Candidatus_Yanofskybacteria"
"1083e7ea8a810ea603683ebab7145fa1","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__uncultured_bacterium"
"406ae4ab81102f79c2a4316e3e6cd788","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"0f751ef78a10e0e5be4f49bf5b8b08bd","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__Candidatus_Jorgensenbacteria"
"2924fb5a536576f3247421f7e90df855","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Brennerbacteria","f__Candidatus_Brennerbacteria","g__Candidatus_Brennerbacteria","s__Parcubacteria_group"
"43cd3e00344fdd1632073df9c2e489be","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"8657be166aa6b292a5609a0fbf0bf0fc","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"146a3d577373381a353852f81fd62aae","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"c719b74274a0ec40941ce9b4f6396133","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Parcubacteria_group"
"0140e3127a2b35d19db0a128303b8f09","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Wolfebacteria","f__Candidatus_Wolfebacteria","g__Candidatus_Wolfebacteria","s__uncultured_bacterium"
"257938f84853a8ce79bea108b02bdd54","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Wolfebacteria","f__Candidatus_Wolfebacteria","g__Candidatus_Wolfebacteria","d__Bacteria"
"d16f90f6cf7a691d267fd07972389a12","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Wolfebacteria","f__Candidatus_Wolfebacteria","g__Candidatus_Wolfebacteria","s__Candidatus_Wolfebacteria"
"612514dd52d199825051f3fa88ca1c74","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"45f363f250f16c9f3b16e3179f54c49a","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Wolfebacteria","f__Candidatus_Wolfebacteria","g__Candidatus_Wolfebacteria","s__uncultured_bacterium"
"b7a0947f776992c7cc5cd04fd71bb070","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"5d8e45e53a598cee099cc49e75589f9b","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Parcubacteria_group"
"61653031ea49c9bfff8a4eb7b6284a63","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"b74585eded2788b3848ae123367f3811","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Giovannonibacteria","f__Candidatus_Giovannonibacteria","g__Candidatus_Giovannonibacteria","s__uncultured_bacterium"
"74e9eda1a936ba7d41b2025f8a5d539a","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"585637ee41a8b12f36008d35fbde6151","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"b5d1ae80b468f29e3180f7e4b23d7f14","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Parcubacteria_group"
"3ec4be0e346eed6348c38677d6f6ecf2","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"67538dec83dde0b7ecbd21df45441717","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"61e654fff736325540ae20dc48b93078","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"a477383816ce3b9a5fa035eac44c0294","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"4ad2a364a571fe9702c4700badd94745","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Wolfebacteria","f__Candidatus_Wolfebacteria","g__Candidatus_Wolfebacteria","s__uncultured_bacterium"
"76ed2c14b2174c5050d13c4e82e65da7","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","s__Candidatus_Colwellbacteria"
"9f055830e8171cb6fb8d8004998c1523","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","d__Bacteria"
"0202c02c5d78a54300761a9102e4891c","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","s__Candidatus_Colwellbacteria"
"ecc303b5b52233ad5548d1dadae1059c","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","s__uncultured_bacterium"
"996245c1d699fbdf00f57e794f93e5b9","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","s__uncultured_bacterium"
"2c8605679e083839adef982e07d0162b","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Candidatus_Adlerbacteria"
"2492f5d4076ccd199e21ada6a8d5a69b","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"f19576a36feb5ab9483a4d0b361df154","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Candidatus_Adlerbacteria"
"fcfed4158ad4c2feef1d25f42605dc1a","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"6b2b72e7f356ffda342f0a2933930da8","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Candidatus_Adlerbacteria"
"6807c746212cda73e3e0bb1856794dd0","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Candidatus_Adlerbacteria"
"4a9918b83805e831a091a7639e9e5086","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Jorgensenbacteria","f__Candidatus_Jorgensenbacteria","g__Candidatus_Jorgensenbacteria","s__Candidatus_Adlerbacteria"
"f379778e9aaeba8a0b0a87390ae11da3","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"1a93c359b1b8a04436b8da541896fca5","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"84baf35d9919b249eca183d83193be2a","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"73ae12d24038a90035b2f81cf4a0323f","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"1bf90c93e3370693b8d100887bb68efb","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","s__Candidatus_Colwellbacteria"
"15358453b67ca267a3940f6dfc920fff","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"ebc9b0be3cf7786cd6d4fce16f01edf0","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"b77017dec6ef1cd341a61a556ea3e32f","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"d99d528a02a2a41818f6b12bceb020ca","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Wolfebacteria","f__Candidatus_Wolfebacteria","g__Candidatus_Wolfebacteria","d__Bacteria"
"cc431b5c7fd65c63fdf9c283e6d87f72","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Wolfebacteria","f__Candidatus_Wolfebacteria","g__Candidatus_Wolfebacteria","s__Candidatus_Wolfebacteria"
"fbe368791250ea97652da18f46d39ddb","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","d__Bacteria"
"2f548cc5ff34bd391f66974bc70ace61","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"992e258ccbdd4f221d76edad73dcd836","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yanofskybacteria","f__Candidatus_Yanofskybacteria","g__Candidatus_Yanofskybacteria","s__Candidatus_Jorgensenbacteria"
"16bfcedabe5216301d42370785c66f0b","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","s__Candidatus_Colwellbacteria"
"6c0e106a9e853a0f8e8e90be19a1606f","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"a3a794ce73dcb4e004c13252057ba424","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"112a1d1264e080cc9dd0770893804ac9","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"e3bf8156961bbd6f1ddb1e00dbce8ee0","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Vogelbacteria","f__Candidatus_Vogelbacteria","g__Candidatus_Vogelbacteria","s__Candidatus_Vogelbacteria"
"7873307482bf7557497f0620a2139ebe","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Colwellbacteria","f__Candidatus_Colwellbacteria","g__Candidatus_Colwellbacteria","s__Candidatus_Colwellbacteria"
"cfa740243304ebb4efe51efe130ab237","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"cf201585900a0cde8147abf4d37b98dd","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Azambacteria","f__Candidatus_Azambacteria","g__Candidatus_Azambacteria","s__Candidatus_Azambacteria"
"f8a56340add4e69c5af9c88c28bce601","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Kaiserbacteria","f__Candidatus_Kaiserbacteria","g__Candidatus_Kaiserbacteria","s__uncultured_bacterium"
"691007b96bf62e5ccfaa123f2d8995e3","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"098749b1488db4cea6c40588f7b2fbe9","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Lloydbacteria","f__Candidatus_Lloydbacteria","g__Candidatus_Lloydbacteria","s__uncultured_bacterium"
"f7b03e0c1dcf4fbfa191917454de4623","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Lloydbacteria","f__Candidatus_Lloydbacteria","g__Candidatus_Lloydbacteria","s__uncultured_bacterium"
"8b229608f75075c107e0830e1f3ab9d9","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Lloydbacteria","f__Candidatus_Lloydbacteria","g__Candidatus_Lloydbacteria","s__uncultured_bacterium"
"7780e9a927632c2f51f4e4b9c764cd12","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Yonathbacteria","f__Candidatus_Yonathbacteria","g__Candidatus_Yonathbacteria","s__uncultured_bacterium"
"260760bf327dbcc183a9969034e06ef3","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"1b6e372808d37e3ea22168ef1d53a563","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Lloydbacteria","f__Candidatus_Lloydbacteria","g__Candidatus_Lloydbacteria","s__Candidatus_Lloydbacteria"
"c6fe0984bd93b21938f9b3db099d5697","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Campbellbacteria","f__Candidatus_Campbellbacteria","g__Candidatus_Campbellbacteria","s__marine_metagenome"
"c1205aaed62506a3dc83bd1d7f09ec1e","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Nomurabacteria","f__Candidatus_Nomurabacteria","g__Candidatus_Nomurabacteria","s__uncultured_bacterium"
"65d72b6754c373e9afabcc6252129dbe","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Nomurabacteria","f__Candidatus_Nomurabacteria","g__Candidatus_Nomurabacteria","s__uncultured_bacterium"
"52230b875321430ae411a0b1a6600d7c","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"cbbc6157b6c7ccf7e05396dcb3cb1d80","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__Candidatus_Moranbacteria"
"326d018a884ee0842ff2eea922aa7a32","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__Candidatus_Moranbacteria"
"4ded30a9eaa025bad54fef6d931f8f4a","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","d__Bacteria"
"d23c6f674225972b3774a1b99ae4d83a","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","d__Bacteria"
"27133dc2451a161e9e2c9cacbc36e620","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_soil"
"6b34e56b183035521143ceb55b75d80e","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_soil"
"eabe2bbd912506fab9b2c0c461be87d7","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","d__Bacteria"
"54f6c33fdfedc3b0ac7ddb2335bfe434","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_bacterium"
"da221618415cbc61986aee6aefcbf028","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_bacterium"
"faa0c9a8bc148faded0a8b93d4cbe88f","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__Candidatus_Moranbacteria"
"e1bd3ada14cad88d77dfd00a08684573","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__Candidatus_Moranbacteria"
"3f02c17e735fee7ce47bedbb48685c4c","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_bacterium"
"e8f568611ead76d3dfcaabef463380d1","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_soil"
"f2bbb650ecb5d5c4741a4481f7a470a5","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_soil"
"e9bbcd88f68a960a643f86142dc1ba67","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__Candidatus_Moranbacteria"
"ec7e4a711042013604a0929078e75d72","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_organism"
"c76f7a9d42dd3daf163bdcc5a26fb024","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_organism"
"faa75b358c4101ce2960a1be8feeb980","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__Candidatus_Moranbacteria"
"c8393e6f920dba06a083725fdd601735","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_Parcubacteria"
"6b6e25a80a1a95268a20a98a9135e1dc","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__Candidatus_Moranbacteria","f__Candidatus_Moranbacteria","g__Candidatus_Moranbacteria","s__uncultured_bacterium"
"48df7681551e9b4f844468e82c28c8dd","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria","p__Patescibacteria","c__Parcubacteria","d__Bacteria"
"5face7c0c34a854c58a96ef018d1cc56","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"017c83c300d41cafe2b55aa1c6fc26b4","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"9dfd33433e0bb063466090701d9773d8","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"75a9d04696116a7e32491ed0acf2c0e1","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"50e8681fed87aa9476e0e709d644154b","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"8ec5712efca4ed40ba7fb522b38ab0a5","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"ae4412c522c827a5a8970d5871a4d592","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"e67e9c9c56c7d39d44dd3f8a598277ee","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"a13b31f571b1597888dc3285574bee7c","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
"3b21f023a30ef20de246a830d1fdbde2","d__Bacteria","p__Patescibacteria","c__Parcubacteria","o__GWA2-38-13b","f__GWA2-38-13b","g__GWA2-38-13b","s__uncultured_bacterium"
